"listing_id,""contact_date"""
1244,15925
1085,158247
1288,157937
1231,158516
1215,158357
1095,158667
1233,158839
1220,158407
1188,158851
1257,158141
1263,15808
1170,159176
1017,158216
1057,158538
1035,159285
1136,158961
1037,158803
1241,158485
1110,158089
1270,158263
1118,158994
1223,159055
1191,158722
1069,159127
1185,158166
1229,158752
1083,158159
1126,159067
1244,158713
1272,157986
1132,15915
1059,158257
1068,158179
1236,158923
1086,158486
1229,158063
1084,15829
1286,159188
1056,159194
1224,158366
1065,158503
1255,158435
1228,158102
1222,158241
1030,158612
1080,158627
1200,158133
1081,158097
1228,158376
1024,157978
1175,158606
1095,159039
1091,158149
1299,158658
1135,158119
1095,159168
1293,158799
1169,158999
1233,158253
1242,158386
1285,158206
1287,158416
1200,15902
1156,159056
1031,158931
1146,158772
1271,158337
1018,158275
1134,158908
1266,158763
1289,158852
1174,158335
1216,158686
1200,158762
1198,158073
1246,158434
1256,158742
1145,15915
1273,159107
1193,158925
1020,158627
1066,158914
1028,159011
1291,158614
1118,157953
1034,158794
1262,15853
1188,158978
1267,159032
1028,158628
1006,158182
1094,158434
1246,159272
1185,158282
1179,15899
1177,158751
1076,158772
1191,158646
1114,158237
1029,158989
1123,158592
1001,158698
1004,158787
1287,158716
1240,158592
1108,158428
1254,159207
1100,158336
1012,158931
1216,15781
1155,158767
1170,158243
1249,15899
1176,159019
1028,159186
1037,158516
1191,159001
1211,158494
1157,15792
1056,159215
1287,158758
1269,15794
1012,158625
1168,159256
1235,159009
1134,158977
1279,157807
1002,158138
1120,158617
1288,158837
1015,157985
1095,158777
1043,158446
1152,158903
1091,158662
1264,158392
1278,159241
1051,158261
1186,157885
1137,158199
1202,158061
1141,158972
1202,158499
1295,158854
1039,158613
1009,158398
1181,15874
1187,157956
1027,157976
1279,157957
1122,158103
1203,15814
1156,158258
1071,158149
1182,159046
1036,158482
1213,158792
1218,158326
1091,157945
1095,15906
1081,158748
1074,15826
1179,158506
1294,157987
1072,15797
1205,158681
1005,158835
1025,158727
1220,158426
1038,158987
1118,158282
1021,159274
1137,158897
1085,158446
1265,158076
1103,158845
1283,15865
1232,158491
1224,158543
1153,158933
1184,159204
1225,158729
1294,159148
1295,159277
1290,158785
1007,158216
1173,158873
1258,158722
1247,159258
1013,158484
1281,158456
1091,15917
1073,158728
1017,158633
1218,158522
1239,159006
1094,158331
1033,158146
1114,158332
1167,159004
1290,157875
1004,158331
1288,158963
1199,158479
1165,158699
1099,158798
1068,157866
1102,158927
1102,158287
1099,157869
1096,158006
1254,158748
1102,158977
1255,157811
1125,158479
1266,157817
1067,159247
1169,158377
1112,158325
1196,158456
1076,158628
1097,159197
1269,158518
1061,159057
1121,159308
1149,157814
1109,158874
1143,158657
1298,158441
1186,158053
1106,158611
1274,158464
1067,158617
1031,159054
1044,158194
1186,15862
1064,159299
1050,158342
1113,158345
1166,158465
1100,158209
1175,158853
1131,158593
1165,158496
1071,158962
1282,158579
1146,158145
1137,159038
1250,158282
1050,158016
1237,158383
1251,158071
1264,158482
1293,157815
1163,15824
1212,157805
1096,159247
1189,1585
1052,157969
1255,158505
1113,158899
1199,158203
1181,158705
1279,158415
1049,159218
1191,157952
1031,158486
1189,158249
1161,158198
1031,158139
1287,159058
1106,158783
1239,158351
1241,158126
1033,15894
1293,159146
1284,158095
1113,159254
1295,158465
1280,158921
1149,159299
1209,159121
1032,158985
1057,158997
1070,158144
1015,158649
1116,159196
1063,158599
1249,158109
1287,158491
1174,158582
1159,158596
1088,158061
1297,157867
1247,158869
1116,157945
1268,158752
1036,157919
1230,158632
1062,158631
1106,159338
1206,158472
1268,158099
1085,158072
1017,158175
1129,159162
1094,158614
1076,158479
1006,157819
1008,158966
1173,159293
1089,15867
1082,159224
1125,158159
1108,158934
1175,158496
1258,158986
1197,158572
1219,157874
1294,158394
1147,158206
1083,158935
1243,157942
1165,159066
1263,158394
1151,158893
1094,158921
1199,159112
1075,157838
1272,158763
1011,158619
1266,158582
1285,158235
1230,158882
1214,158919
1086,158245
1082,158114
1021,158854
1280,159327
1179,158943
1132,158069
1258,159178
1089,15874
1079,158173
1031,158111
1002,159229
1142,159167
1111,159136
1011,157907
1230,158699
1125,159053
1296,158494
1181,158799
1144,158599
1271,158196
1036,157941
1074,158239
1265,158776
1020,159336
1038,159187
1254,15922
1113,158644
1066,157943
1198,158941
1242,15832
1265,158368
1040,158239
1069,158848
1053,15837
1063,158903
1272,157862
1217,158938
1002,159009
1178,158699
1282,158097
1040,158804
1274,158736
1061,158771
1062,158589
1073,158966
1174,15899
1038,157849
1197,158272
1020,158186
1015,158474
1286,158762
1262,157969
1136,159114
1090,159129
1236,158255
1001,158681
1015,1585
1094,159135
1142,159197
1203,15866
1095,158143
1252,158798
1154,158245
1178,158761
1238,157958
1219,158099
1180,158119
1224,158456
1135,157823
1268,158197
1018,158987
1257,158526
1218,158404
1266,158888
1275,15907
1156,158111
1167,158439
1101,158468
1181,158257
1155,159035
1025,158964
1010,158453
1085,158324
1010,158517
1277,159047
1137,15893
1287,158056
1192,158996
1204,158321
1006,158632
1081,157908
1176,158155
1145,15793
1169,15828
1197,15884
1175,158874
1251,15899
1007,158221
1229,158726
1035,158208
1183,158636
1036,158081
1229,158116
1141,157867
1085,157826
1221,158329
1088,158133
1120,158078
1265,157968
1194,158322
1220,158123
1124,158135
1073,158356
1209,15885
1029,158799
1103,158981
1159,158375
1168,158071
1235,158442
1167,158659
1002,158194
1120,157923
1170,159322
1119,159009
1209,158333
1255,158191
1122,158614
1140,158627
1293,158209
1275,159307
1285,158452
1046,158776
1188,158528
1016,158766
1018,158987
1200,157947
1143,15845
1181,158909
1022,158905
1060,158492
1118,158715
1190,158928
1202,157847
1013,158062
1175,158409
1003,158323
1268,157881
1238,158745
1021,158751
1104,158109
1121,157947
1046,159129
1219,158412
1173,158584
1113,158399
1273,158211
1166,158602
1030,158509
1063,15868
1078,158064
1197,158853
1139,158209
1201,158571
1104,158115
1238,159282
1117,158324
1006,157998
1226,159227
1019,158133
1209,158892
1166,158
1216,158963
1072,158968
1055,158976
1061,159241
1255,158249
1062,158657
1297,158653
1004,159024
1251,158908
1286,158408
1284,15886
1023,158449
1161,157891
1035,158605
1147,158999
1232,158237
1232,158704
1274,158431
1102,158235
1025,159242
1075,158918
1220,158595
1122,15851
1099,158616
1101,158587
1263,157842
1248,158918
1162,159248
1106,158997
1221,158331
1041,158642
1115,158535
1138,158668
1105,158125
1168,159126
1275,159051
1050,158464
1268,158264
1240,158468
1277,159053
1206,159292
1150,158428
1144,158587
1084,158012
1018,158968
1002,159284
1122,158361
1263,159332
1176,157875
1170,158368
1276,15888
1035,157831
1196,158663
1162,157925
1076,158687
1276,15889
1293,158142
1202,157933
1001,157791
1090,159029
1040,158946
1047,158975
1017,158791
1254,158409
1113,158755
1004,159158
1187,158936
1089,15812
1098,158796
1152,158442
1010,158758
1017,159213
1271,158142
1071,157894
1259,158459
1134,158753
1181,158493
1197,158617
1205,157864
1075,159044
1187,157883
1101,157926
1001,157865
1262,15906
1299,159025
1290,158362
1169,159124
1023,158876
1240,158335
1051,158126
1196,15862
1253,158207
1013,158937
1097,158519
1115,158277
1084,158424
1056,158589
1184,158536
1146,159037
1014,158638
1008,158766
1117,158682
1143,158177
1124,15896
1150,157834
1026,159042
1151,157956
1068,159325
1229,159108
1284,157909
1093,159167
1156,158454
1266,158912
1191,158734
1118,158682
1215,158966
1278,158754
1090,158943
1027,158491
1012,159209
1288,158767
1099,15894
1069,158275
1043,158923
1126,158874
1155,158863
1104,158165
1218,159065
1210,158411
1284,159153
1263,158161
1212,158465
1157,157882
1130,15896
1257,158612
1014,158741
1228,159136
1020,157807
1020,158899
1208,158133
1064,158496
1136,159174
1288,159048
1072,158499
1016,158063
1160,158445
1203,158447
1069,158979
1122,158713
1226,158718
1031,158067
1112,158919
1170,158234
1276,157885
1092,159002
1038,158379
1018,158773
1126,157874
1060,158475
1119,1593
1057,158658
1085,158628
1057,158503
1265,158709
1274,158177
1192,158808
1072,15798
1282,157981
1294,15788
1263,158727
1159,158284
1248,158978
1175,159112
1073,158458
1117,158863
1204,158128
1240,15917
1091,159035
1146,158689
1169,158283
1124,157857
1251,158084
1122,158062
1027,159018
1234,15846
1068,158248
1097,158353
1108,158638
1256,158172
1034,158894
1077,157956
1109,158985
1127,158411
1097,158097
1118,158691
1103,158159
1258,158596
1196,158934
1169,158903
1070,15861
1069,158657
1131,15892
1144,158717
1297,159001
1168,158368
1138,158923
1231,158114
1017,15801
1030,158116
1155,158677
1270,158322
1276,159318
1118,158227
1063,15848
1175,158108
1195,158381
1217,158318
1182,158869
1027,158692
1223,158871
1029,158436
1263,158291
1132,158582
1061,158076
1064,158307
1285,159008
1045,158987
1155,158356
1259,158109
1034,158587
1160,158962
1254,158871
1199,158936
1173,159139
1127,158975
1114,15848
1219,158422
1285,158259
1276,158496
1041,157877
1048,158799
1095,1585
1169,159309
1259,158397
1164,158312
1161,158291
1256,158624
1028,158601
1230,15816
1098,159234
1014,159298
1004,15905
1111,157986
1234,158166
1258,158146
1032,159301
1289,159125
1108,158725
1147,158686
1124,15806
1059,159178
1216,15859
1112,159001
1094,15897
1039,158365
1045,158503
1141,158145
1036,15891
1269,15902
1161,158981
1064,158095
1190,158258
1050,158606
1135,158859
1206,15848
1236,159159
1052,157883
1206,158101
1271,158728
1171,158176
1155,158611
1010,158264
1189,159056
1196,158269
1278,158381
1285,15886
1243,158407
1151,158416
1016,158995
1268,158449
1288,158369
1147,158137
1200,158641
1084,158946
1143,158914
1258,158861
1078,158507
1143,158753
1243,158056
1188,158186
1046,158579
1101,158447
1089,158859
1006,158152
1019,159055
1194,158462
1209,158656
1287,158703
1274,158711
1033,158528
1074,158074
1222,159308
1225,159229
1209,158374
1046,159275
1201,158495
1060,158134
1285,158686
1163,159285
1149,158082
1203,158435
1016,158076
1020,157872
1231,159268
1283,158282
1219,158266
1083,158431
1260,158499
1216,157995
1046,159058
1147,158851
1082,158662
1003,158957
1081,157808
1204,158096
1203,158435
1182,158526
1109,158533
1285,158321
1076,158999
1155,159029
1145,157871
1084,158978
1066,157975
1138,159283
1141,15873
1242,158973
1081,158398
1166,157845
1184,15919
1011,159031
1266,159329
1016,158192
1013,15823
1099,159034
1006,158604
1124,158589
1019,158169
1083,158942
1093,158932
1254,158706
1093,158405
1005,158119
1127,158152
1018,158395
1067,15902
1195,159016
1061,157912
1116,158433
1216,158263
1214,158268
1144,158431
1037,158099
1167,158489
1081,158375
1154,158658
1123,158735
1181,1588
1118,158148
1260,158904
1060,158517
1023,159271
1216,158947
1219,158266
1292,159249
1245,15832
1283,157893
1040,158862
1229,158068
1184,158011
1251,159214
1197,158434
1025,158841
1110,158361
1288,158946
1064,158679
1185,15838
1086,158091
1028,159039
1011,159163
1049,158127
1021,158764
1082,157966
1211,157884
1047,159156
1013,158887
1246,158151
1147,158248
1172,158497
1073,158783
1223,158489
1253,158524
1277,158608
1004,158421
1103,159021
1281,159119
1234,158591
1231,158703
1216,158603
1004,158803
1027,158476
1158,157916
1227,158586
1298,158369
1061,157899
1241,158012
1126,1587
1236,157835
1056,158923
1065,157881
1139,158872
1145,159261
1126,158306
1033,158437
1160,157956
1044,159004
1053,158957
1059,159133
1289,158886
1087,159025
1111,15799
1072,158235
1100,158632
1252,158083
1040,157796
1177,159168
1016,157823
1098,158775
1269,158631
1168,158992
1154,158658
1291,158947
1088,159241
1174,158784
1067,158761
1252,158375
1063,158835
1056,158249
1251,158187
1141,158176
1192,159154
1250,158443
1294,158681
1242,158357
1061,158079
1013,158895
1241,157918
1174,158798
1241,158847
1234,158581
1066,158746
1294,158095
1216,158381
1270,158249
1250,158588
1164,158448
1021,15885
1276,159173
1013,158673
1238,158601
1207,158684
1075,158985
1126,157902
1129,158617
1237,158077
1056,158393
1218,158882
1229,159272
1004,158307
1110,159134
1128,158854
1001,157845
1285,159021
1128,158574
1177,15843
1129,158743
1123,158232
1174,158979
1285,158205
1233,158959
1017,159042
1234,158744
1098,158617
1110,158207
1012,158067
1099,15797
1088,159149
1229,158914
1134,158616
1225,159269
1189,15825
1114,158221
1042,158944
1278,158235
1248,157934
1141,15808
1190,157963
1077,1593
1129,158703
1061,158401
1258,158338
1075,158456
1011,159018
1175,158787
1209,159242
1279,158798
1017,159211
1065,158704
1171,157811
1276,158356
1045,158651
1044,158855
1162,158466
1113,158726
1191,158134
1070,158883
1064,158234
1201,157861
1149,157976
1026,158808
1228,158696
1277,158447
1111,158791
1110,158881
1250,159152
1049,158997
1207,158633
1153,157908
1006,158255
1146,157948
1041,159008
1199,158592
1061,158412
1036,158614
1004,159028
1147,158962
1018,15885
1109,158367
1297,159024
1123,158786
1011,158153
1051,158421
1241,15852
1234,15866
1076,158783
1064,158896
1071,15802
1093,159007
1271,158481
1030,158236
1247,158593
1247,158096
1264,158115
1123,159058
1211,158738
1255,159121
1139,159055
1298,158365
1044,158794
1231,157889
1211,158335
1218,157827
1114,158644
1177,158223
1077,158753
1265,158691
1133,159025
1187,158264
1216,157962
1035,159251
1005,158914
1027,158955
1062,158406
1142,15811
1040,1588
1258,159162
1064,159319
1031,15899
1029,158061
1144,159034
1197,158988
1091,159288
1041,15851
1258,159135
1212,158454
1211,158854
1026,157866
1120,1592
1283,157966
1203,159003
1141,158661
1140,158419
1179,158396
1210,158916
1058,1591
1281,15866
1256,158161
1298,158156
1179,158419
1126,158704
1132,158401
1289,158878
1137,157898
1086,157853
1055,157884
1204,158672
1115,15825
1180,159058
1131,157998
1193,158327
1204,158755
1141,158153
1172,158888
1026,158
1020,158227
1058,158233
1104,158378
1285,158837
1079,159186
1184,157989
1267,15832
1297,159254
1192,158429
1111,158243
1095,158871
1097,158741
1197,158934
1019,158391
1140,158452
1172,157959
1283,158657
1187,158311
1070,159142
1225,15881
1281,159108
1065,158801
1287,158594
1232,158663
1156,158739
1007,159242
1117,158192
1257,158376
1255,158695
1275,158259
1179,158658
1144,158729
1046,158589
1271,158764
1016,159016
1256,158126
1109,158353
1011,15901
1006,158576
1114,15858
1210,159069
1138,159113
1133,15851
1144,1581
1195,159013
1053,157956
1119,158602
1131,159323
1029,158145
1059,158594
1153,159154
1285,158135
1246,158729
1264,158063
1056,158376
1107,158767
1069,159024
1149,15841
1055,157815
1144,159004
1298,159043
1042,15841
1242,158231
1278,158129
1075,158963
1050,159131
1170,158331
1269,158271
1031,158177
1292,15839
1172,158754
1043,158963
1098,158326
1118,15924
1264,158688
1285,158887
1200,158595
1218,158591
1236,159262
1073,158861
1185,158731
1170,15894
1244,158869
1293,158915
1023,158481
1227,158342
1169,15933
1175,158387
1022,158911
1058,158088
1119,158458
1111,15791
1261,158446
1274,158316
1052,15861
1159,158507
1206,158308
1222,15922
1116,158689
1021,158457
1136,158984
1157,158257
1293,158212
1236,158219
1112,158359
1225,158128
1199,159015
1042,15841
1063,158949
1047,158608
1233,159173
1228,158325
1056,158374
1254,157808
1129,158498
1182,15924
1262,15894
1067,15891
1116,158202
1297,158349
1169,159051
1080,15834
1078,158734
1271,158901
1157,157819
1050,159232
1038,15905
1044,158229
1092,159251
1265,158352
1137,157888
1041,158981
1095,158188
1020,158762
1083,158796
1064,159038
1255,159052
1065,159109
1060,158485
1166,158101
1132,158191
1278,158203
1122,15866
1042,158453
1041,157791
1220,15823
1209,15806
1023,159029
1023,158463
1153,158856
1267,159288
1016,158138
1065,158163
1274,158395
1276,158353
1244,158283
1218,158848
1153,158177
1052,158693
1205,158447
1298,158889
1169,158875
1067,157919
1091,159274
1002,158159
1159,159047
1138,159034
1263,158796
1297,158797
1280,158898
1155,158578
1011,158113
1143,158526
1022,158927
1166,15884
1174,15876
1120,158349
1112,15932
1271,159028
1263,158746
1255,158625
1223,158067
1152,158353
1058,158423
1059,158959
1237,158677
1093,159019
1012,159261
1273,158122
1289,15851
1070,158155
1204,159009
1144,158248
1118,158605
1227,158209
1148,158264
1083,158359
1052,158524
1179,157796
1172,158791
1158,158603
1270,159005
1279,159056
1136,158672
1034,158977
1168,158878
1096,158675
1138,158958
1265,157883
1138,159323
1092,159281
1017,159194
1128,158488
1056,158282
1228,159294
1150,158494
1189,159164
1284,158735
1190,157971
1190,159009
1171,158931
1259,158955
1042,158744
1266,158907
1199,158159
1224,159058
1138,158769
1206,157868
1204,159037
1162,158519
1216,158094
1200,158018
1173,158979
1026,157924
1252,158847
1109,159223
1070,158831
1127,158357
1176,158934
1135,158515
1118,158289
1053,158736
1175,15895
1132,158627
1067,159137
1023,158467
1216,15904
1010,158767
1163,158113
1109,158306
1053,158801
1259,159043
1038,158072
1220,158421
1066,159309
1055,158523
1134,158745
1271,158379
1256,158244
1233,158641
1260,158281
1093,158341
1267,158501
1242,158762
1038,158892
1161,15819
1162,158648
1289,159256
1289,158895
1217,157986
1123,158327
1186,158735
1077,159134
1050,159003
1254,159011
1098,158735
1135,159103
1045,158183
1046,158503
1180,15816
1204,158318
1248,158726
1012,158753
1174,158707
1225,158415
1189,159273
1010,158739
1034,158125
1282,159027
1109,158353
1128,158054
1089,159107
1171,158111
1231,158921
1060,158246
1251,158707
1191,15852
1073,158278
1144,158606
1089,158392
1058,158401
1026,159127
1090,159053
1251,157856
1141,159269
1221,158792
1173,157872
1085,157867
1060,159301
1076,158448
1110,158208
1202,158848
1222,158111
1195,158497
1054,158714
1203,158521
1042,158063
1256,158785
1219,159189
1092,158917
1074,158874
1070,158888
1011,158681
1202,158674
1013,15782
1018,158388
1065,158656
1149,158592
1291,158625
1235,15816
1021,158004
1226,158799
1091,158355
1282,158351
1061,158927
1268,158345
1015,15791
1018,158931
1084,159253
1022,158419
1168,157915
1204,158792
1287,157986
1251,158413
1221,158869
1140,158281
1052,15801
1033,159124
1250,1584
1053,158989
1083,158127
1078,158086
1084,159163
1090,159256
1298,15925
1147,158375
1056,158385
1099,158515
1216,158957
1033,158476
1184,158987
1034,157978
1178,158054
1066,159286
1110,158532
1148,158373
1181,158619
1104,158898
1208,15868
1192,159047
1208,158394
1025,158788
1038,158531
1276,158597
1063,158442
1236,158514
1064,158589
1079,158766
1235,158428
1150,158616
1156,158064
1224,158492
1010,158613
1228,158219
1278,157896
1236,15886
1077,158251
1039,158868
1151,158083
1010,15846
1170,158485
1287,157927
1075,158746
1078,158493
1213,158279
1029,158921
1136,15898
1041,158963
1067,158961
1012,15913
1143,158892
1061,158508
1006,158831
1240,158223
1246,158326
1066,158713
1214,158103
1199,15791
1291,158309
1205,157842
1173,158512
1136,158424
1205,158577
1041,158527
1155,158104
1081,158384
1007,158268
1281,158718
1160,158236
1150,158388
1045,158787
1116,157899
1252,158693
1246,158933
1135,158504
1137,158399
1105,158345
1212,158374
1163,158961
1259,158374
1084,158332
1127,158443
1067,158367
1062,158605
1227,158949
1183,159231
1296,158162
1132,158717
1240,157798
1191,158418
1168,158705
1130,158273
1149,158169
1044,158925
1266,158178
1055,158095
1127,15831
1225,15906
1041,158475
1024,159207
1114,158801
1172,158615
1055,158078
1192,158859
1135,158228
1146,158344
1092,159113
1074,158504
1064,158169
1243,159049
1220,159298
1001,1588
1056,158675
1144,158061
1061,158588
1136,158326
1058,158801
1283,158483
1049,158184
1027,157958
1221,158078
1280,158854
1032,158769
1099,15881
1006,158935
1293,15897
1116,159031
1118,15812
1055,15807
1009,158976
1051,159059
1134,158172
1059,158054
1105,15866
1235,158727
1010,15825
1262,158085
1293,158996
1120,159014
1253,158265
1250,159228
1239,158905
1024,157968
1195,158056
1198,158609
1259,15906
1160,158999
1135,158254
1270,15811
1242,158734
1016,157864
1164,158618
1182,158386
1271,157857
1053,158577
1273,158388
1236,158889
1286,158358
1127,158789
1062,158241
1286,159147
1232,158611
1194,158485
1299,157908
1139,158535
1126,158885
1008,158357
1217,158767
1298,158504
1131,158912
1218,158284
1107,157892
1057,158653
1281,159257
1202,158442
1197,158572
1165,158881
1179,158992
1052,158097
1253,159325
1133,159266
1127,158406
1152,157794
1276,158124
1293,158956
1217,158089
1059,159058
1125,158464
1204,158171
1256,15876
1055,159033
1013,158617
1038,158253
1220,159338
1225,158972
1205,159144
1257,158663
1081,158634
1027,159187
1090,158703
1127,158691
1116,158386
1232,158194
1296,158603
1060,15901
1240,159195
1252,157845
1110,158697
1232,158422
1099,158694
1132,15813
1096,159321
1101,15869
1257,15926
1235,158731
1271,159237
1122,158939
1190,158243
1139,158465
1296,158978
1053,158468
1008,158327
1088,159168
1190,159122
1193,157847
1226,15814
1073,159204
1218,159008
1020,158517
1016,157803
1218,158785
1247,158537
1090,158667
1152,159013
1250,158927
1077,159029
1139,159106
1272,158892
1131,158062
1181,159021
1115,157854
1189,158258
1033,158989
1156,158115
1093,15821
1144,158146
1260,158965
1102,159025
1091,159147
1294,158529
1125,158423
1229,1587
1183,157816
1171,158632
1036,158347
1140,159115
1271,158534
1092,157912
1074,158156
1047,157864
1129,15809
1291,157813
1055,158365
1092,158858
1170,158168
1179,158927
1055,158163
1163,158966
1084,159328
1104,158159
1089,159186
1206,157855
1181,158668
1254,159147
1243,158328
1265,15913
1013,158937
1236,157971
1159,158438
1067,158912
1012,158981
1288,15806
1022,158472
1170,158537
1134,15817
1271,157966
1212,158462
1158,158321
1232,158746
1169,158604
1196,158954
1049,157994
1128,157991
1288,158272
1289,158963
1118,15886
1058,159068
1244,159266
1066,158686
1281,15911
1001,158121
1076,15859
1150,159251
1071,158316
1037,158595
1267,158209
1146,158606
1113,157787
1116,158525
1004,158874
1083,15859
1199,158312
1283,159099
1247,158906
1001,158883
1298,158604
1156,15815
1263,158932
1024,158338
1135,157927
1267,158181
1138,158757
1234,158187
1117,15927
1146,158773
1141,158936
1217,158904
1269,158054
1010,158696
1293,158155
1160,158326
1192,158084
1193,159245
1062,159004
1258,158468
